phase6b_scenario,candidate_id,minimum_usable_windows,scenario_pass_but_zero_usable_window,scenario_pass_but_below_minimum,scenario_fail_but_meets_minimum,both_pass,both_fail,scenario_failure_reasons_among_fail_but_meets_minimum,bis_10_100_fraction_reason_but_meets_minimum,selected
moderate,sqi_ge_50__bis30s__drug600s,600,0,799,22,1534,115,"{""bis_10_100_fraction_lt_80pct"":22,""sqi_ge_50_fraction_lt_50pct"":1}",22,false
moderate,sqi_ge_80__bis10s__drug30s,30,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_80__bis10s__drug30s,60,0,4,124,2329,13,"{""bis_10_100_fraction_lt_80pct"":124,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":3}",124,false
moderate,sqi_ge_80__bis10s__drug30s,120,0,57,107,2276,30,"{""bis_10_100_fraction_lt_80pct"":107,""sqi_ge_50_fraction_lt_50pct"":3}",107,false
moderate,sqi_ge_80__bis10s__drug30s,300,0,707,28,1626,109,"{""bis_10_100_fraction_lt_80pct"":28,""sqi_ge_50_fraction_lt_50pct"":1}",28,false
moderate,sqi_ge_80__bis10s__drug30s,600,0,1438,6,895,131,"{""bis_10_100_fraction_lt_80pct"":6}",6,false
moderate,sqi_ge_80__bis10s__drug60s,30,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_80__bis10s__drug60s,60,0,4,124,2329,13,"{""bis_10_100_fraction_lt_80pct"":124,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":3}",124,false
moderate,sqi_ge_80__bis10s__drug60s,120,0,56,107,2277,30,"{""bis_10_100_fraction_lt_80pct"":107,""sqi_ge_50_fraction_lt_50pct"":3}",107,false
moderate,sqi_ge_80__bis10s__drug60s,300,0,705,28,1628,109,"{""bis_10_100_fraction_lt_80pct"":28,""sqi_ge_50_fraction_lt_50pct"":1}",28,false
moderate,sqi_ge_80__bis10s__drug60s,600,0,1438,6,895,131,"{""bis_10_100_fraction_lt_80pct"":6}",6,false
moderate,sqi_ge_80__bis10s__drug120s,30,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_80__bis10s__drug120s,60,0,4,124,2329,13,"{""bis_10_100_fraction_lt_80pct"":124,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":3}",124,false
moderate,sqi_ge_80__bis10s__drug120s,120,0,55,107,2278,30,"{""bis_10_100_fraction_lt_80pct"":107,""sqi_ge_50_fraction_lt_50pct"":3}",107,false
moderate,sqi_ge_80__bis10s__drug120s,300,0,704,28,1629,109,"{""bis_10_100_fraction_lt_80pct"":28,""sqi_ge_50_fraction_lt_50pct"":1}",28,false
moderate,sqi_ge_80__bis10s__drug120s,600,0,1438,6,895,131,"{""bis_10_100_fraction_lt_80pct"":6}",6,false
moderate,sqi_ge_80__bis10s__drug300s,30,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_80__bis10s__drug300s,60,0,4,124,2329,13,"{""bis_10_100_fraction_lt_80pct"":124,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":3}",124,false
moderate,sqi_ge_80__bis10s__drug300s,120,0,54,107,2279,30,"{""bis_10_100_fraction_lt_80pct"":107,""sqi_ge_50_fraction_lt_50pct"":3}",107,false
moderate,sqi_ge_80__bis10s__drug300s,300,0,703,28,1630,109,"{""bis_10_100_fraction_lt_80pct"":28,""sqi_ge_50_fraction_lt_50pct"":1}",28,false
moderate,sqi_ge_80__bis10s__drug300s,600,0,1438,6,895,131,"{""bis_10_100_fraction_lt_80pct"":6}",6,false
moderate,sqi_ge_80__bis10s__drug600s,30,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_80__bis10s__drug600s,60,0,4,124,2329,13,"{""bis_10_100_fraction_lt_80pct"":124,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":3}",124,false
moderate,sqi_ge_80__bis10s__drug600s,120,0,54,107,2279,30,"{""bis_10_100_fraction_lt_80pct"":107,""sqi_ge_50_fraction_lt_50pct"":3}",107,false
moderate,sqi_ge_80__bis10s__drug600s,300,0,702,28,1631,109,"{""bis_10_100_fraction_lt_80pct"":28,""sqi_ge_50_fraction_lt_50pct"":1}",28,false
moderate,sqi_ge_80__bis10s__drug600s,600,0,1437,6,896,131,"{""bis_10_100_fraction_lt_80pct"":6}",6,false
moderate,sqi_ge_80__bis20s__drug30s,30,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_80__bis20s__drug30s,60,0,2,126,2331,11,"{""bis_10_100_fraction_lt_80pct"":126,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_80__bis20s__drug30s,120,0,33,112,2300,25,"{""bis_10_100_fraction_lt_80pct"":112,""sqi_ge_50_fraction_lt_50pct"":3}",112,false
moderate,sqi_ge_80__bis20s__drug30s,300,0,625,31,1708,106,"{""bis_10_100_fraction_lt_80pct"":31,""sqi_ge_50_fraction_lt_50pct"":1}",31,false
moderate,sqi_ge_80__bis20s__drug30s,600,0,1363,10,970,127,"{""bis_10_100_fraction_lt_80pct"":10}",10,false
moderate,sqi_ge_80__bis20s__drug60s,30,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_80__bis20s__drug60s,60,0,2,126,2331,11,"{""bis_10_100_fraction_lt_80pct"":126,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_80__bis20s__drug60s,120,0,33,112,2300,25,"{""bis_10_100_fraction_lt_80pct"":112,""sqi_ge_50_fraction_lt_50pct"":3}",112,false
moderate,sqi_ge_80__bis20s__drug60s,300,0,625,31,1708,106,"{""bis_10_100_fraction_lt_80pct"":31,""sqi_ge_50_fraction_lt_50pct"":1}",31,false
moderate,sqi_ge_80__bis20s__drug60s,600,0,1363,10,970,127,"{""bis_10_100_fraction_lt_80pct"":10}",10,false
moderate,sqi_ge_80__bis20s__drug120s,30,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_80__bis20s__drug120s,60,0,2,126,2331,11,"{""bis_10_100_fraction_lt_80pct"":126,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_80__bis20s__drug120s,120,0,33,112,2300,25,"{""bis_10_100_fraction_lt_80pct"":112,""sqi_ge_50_fraction_lt_50pct"":3}",112,false
moderate,sqi_ge_80__bis20s__drug120s,300,0,625,31,1708,106,"{""bis_10_100_fraction_lt_80pct"":31,""sqi_ge_50_fraction_lt_50pct"":1}",31,false
moderate,sqi_ge_80__bis20s__drug120s,600,0,1363,10,970,127,"{""bis_10_100_fraction_lt_80pct"":10}",10,false
moderate,sqi_ge_80__bis20s__drug300s,30,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_80__bis20s__drug300s,60,0,2,126,2331,11,"{""bis_10_100_fraction_lt_80pct"":126,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_80__bis20s__drug300s,120,0,33,112,2300,25,"{""bis_10_100_fraction_lt_80pct"":112,""sqi_ge_50_fraction_lt_50pct"":3}",112,false
moderate,sqi_ge_80__bis20s__drug300s,300,0,624,31,1709,106,"{""bis_10_100_fraction_lt_80pct"":31,""sqi_ge_50_fraction_lt_50pct"":1}",31,false
moderate,sqi_ge_80__bis20s__drug300s,600,0,1363,10,970,127,"{""bis_10_100_fraction_lt_80pct"":10}",10,false
moderate,sqi_ge_80__bis20s__drug600s,30,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_80__bis20s__drug600s,60,0,2,126,2331,11,"{""bis_10_100_fraction_lt_80pct"":126,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_80__bis20s__drug600s,120,0,33,112,2300,25,"{""bis_10_100_fraction_lt_80pct"":112,""sqi_ge_50_fraction_lt_50pct"":3}",112,false
moderate,sqi_ge_80__bis20s__drug600s,300,0,622,31,1711,106,"{""bis_10_100_fraction_lt_80pct"":31,""sqi_ge_50_fraction_lt_50pct"":1}",31,false
moderate,sqi_ge_80__bis20s__drug600s,600,0,1362,10,971,127,"{""bis_10_100_fraction_lt_80pct"":10}",10,false
moderate,sqi_ge_80__bis30s__drug30s,30,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_80__bis30s__drug30s,60,0,2,126,2331,11,"{""bis_10_100_fraction_lt_80pct"":126,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_80__bis30s__drug30s,120,0,26,116,2307,21,"{""bis_10_100_fraction_lt_80pct"":116,""sqi_ge_50_fraction_lt_50pct"":3}",116,false
moderate,sqi_ge_80__bis30s__drug30s,300,0,536,39,1797,98,"{""bis_10_100_fraction_lt_80pct"":39,""sqi_ge_50_fraction_lt_50pct"":1}",39,false
moderate,sqi_ge_80__bis30s__drug30s,600,0,1305,12,1028,125,"{""bis_10_100_fraction_lt_80pct"":12}",12,false
moderate,sqi_ge_80__bis30s__drug60s,30,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_80__bis30s__drug60s,60,0,2,126,2331,11,"{""bis_10_100_fraction_lt_80pct"":126,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_80__bis30s__drug60s,120,0,26,116,2307,21,"{""bis_10_100_fraction_lt_80pct"":116,""sqi_ge_50_fraction_lt_50pct"":3}",116,false
moderate,sqi_ge_80__bis30s__drug60s,300,0,536,39,1797,98,"{""bis_10_100_fraction_lt_80pct"":39,""sqi_ge_50_fraction_lt_50pct"":1}",39,false
moderate,sqi_ge_80__bis30s__drug60s,600,0,1304,12,1029,125,"{""bis_10_100_fraction_lt_80pct"":12}",12,false
moderate,sqi_ge_80__bis30s__drug120s,30,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_80__bis30s__drug120s,60,0,2,126,2331,11,"{""bis_10_100_fraction_lt_80pct"":126,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_80__bis30s__drug120s,120,0,26,116,2307,21,"{""bis_10_100_fraction_lt_80pct"":116,""sqi_ge_50_fraction_lt_50pct"":3}",116,false
moderate,sqi_ge_80__bis30s__drug120s,300,0,533,39,1800,98,"{""bis_10_100_fraction_lt_80pct"":39,""sqi_ge_50_fraction_lt_50pct"":1}",39,false
moderate,sqi_ge_80__bis30s__drug120s,600,0,1304,12,1029,125,"{""bis_10_100_fraction_lt_80pct"":12}",12,false
moderate,sqi_ge_80__bis30s__drug300s,30,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_80__bis30s__drug300s,60,0,2,126,2331,11,"{""bis_10_100_fraction_lt_80pct"":126,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_80__bis30s__drug300s,120,0,26,116,2307,21,"{""bis_10_100_fraction_lt_80pct"":116,""sqi_ge_50_fraction_lt_50pct"":3}",116,false
moderate,sqi_ge_80__bis30s__drug300s,300,0,530,39,1803,98,"{""bis_10_100_fraction_lt_80pct"":39,""sqi_ge_50_fraction_lt_50pct"":1}",39,false
moderate,sqi_ge_80__bis30s__drug300s,600,0,1304,12,1029,125,"{""bis_10_100_fraction_lt_80pct"":12}",12,false
moderate,sqi_ge_80__bis30s__drug600s,30,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_80__bis30s__drug600s,60,0,2,126,2331,11,"{""bis_10_100_fraction_lt_80pct"":126,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_80__bis30s__drug600s,120,0,26,116,2307,21,"{""bis_10_100_fraction_lt_80pct"":116,""sqi_ge_50_fraction_lt_50pct"":3}",116,false
moderate,sqi_ge_80__bis30s__drug600s,300,0,529,39,1804,98,"{""bis_10_100_fraction_lt_80pct"":39,""sqi_ge_50_fraction_lt_50pct"":1}",39,false
moderate,sqi_ge_80__bis30s__drug600s,600,0,1302,12,1031,125,"{""bis_10_100_fraction_lt_80pct"":12}",12,false
strict,sqi_not_required__bis10s__drug30s,30,0,0,743,1723,4,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":8,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis10s__drug30s,60,0,0,742,1723,5,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":7,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis10s__drug30s,120,0,0,740,1723,7,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":722,""common_span_lt_30m"":5,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":292}",722,false
strict,sqi_not_required__bis10s__drug30s,300,0,16,672,1707,75,"{""anesthesia_duration_lt_60m"":3,""bis_10_100_fraction_lt_90pct"":668,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":252}",668,false
strict,sqi_not_required__bis10s__drug30s,600,0,299,276,1424,471,"{""bis_10_100_fraction_lt_90pct"":273,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":82}",273,false
strict,sqi_not_required__bis10s__drug60s,30,0,0,743,1723,4,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":8,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis10s__drug60s,60,0,0,742,1723,5,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":7,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis10s__drug60s,120,0,0,740,1723,7,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":722,""common_span_lt_30m"":5,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":292}",722,false
strict,sqi_not_required__bis10s__drug60s,300,0,16,672,1707,75,"{""anesthesia_duration_lt_60m"":3,""bis_10_100_fraction_lt_90pct"":668,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":252}",668,false
strict,sqi_not_required__bis10s__drug60s,600,0,299,276,1424,471,"{""bis_10_100_fraction_lt_90pct"":273,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":82}",273,false
strict,sqi_not_required__bis10s__drug120s,30,0,0,743,1723,4,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":8,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis10s__drug120s,60,0,0,742,1723,5,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":7,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis10s__drug120s,120,0,0,740,1723,7,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":722,""common_span_lt_30m"":5,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":292}",722,false
strict,sqi_not_required__bis10s__drug120s,300,0,16,672,1707,75,"{""anesthesia_duration_lt_60m"":3,""bis_10_100_fraction_lt_90pct"":668,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":252}",668,false
strict,sqi_not_required__bis10s__drug120s,600,0,297,277,1426,470,"{""bis_10_100_fraction_lt_90pct"":274,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":82}",274,false
strict,sqi_not_required__bis10s__drug300s,30,0,0,743,1723,4,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":8,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis10s__drug300s,60,0,0,742,1723,5,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":7,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis10s__drug300s,120,0,0,740,1723,7,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":722,""common_span_lt_30m"":5,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":292}",722,false
strict,sqi_not_required__bis10s__drug300s,300,0,16,673,1707,74,"{""anesthesia_duration_lt_60m"":3,""bis_10_100_fraction_lt_90pct"":669,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":252}",669,false
strict,sqi_not_required__bis10s__drug300s,600,0,295,280,1428,467,"{""bis_10_100_fraction_lt_90pct"":277,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":82}",277,false
strict,sqi_not_required__bis10s__drug600s,30,0,0,743,1723,4,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":8,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis10s__drug600s,60,0,0,742,1723,5,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":7,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis10s__drug600s,120,0,0,740,1723,7,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":722,""common_span_lt_30m"":5,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":292}",722,false
strict,sqi_not_required__bis10s__drug600s,300,0,16,674,1707,73,"{""anesthesia_duration_lt_60m"":3,""bis_10_100_fraction_lt_90pct"":670,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":253}",670,false
strict,sqi_not_required__bis10s__drug600s,600,0,295,283,1428,464,"{""bis_10_100_fraction_lt_90pct"":280,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":83}",280,false
strict,sqi_not_required__bis20s__drug30s,30,0,0,743,1723,4,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":8,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis20s__drug30s,60,0,0,742,1723,5,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":7,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis20s__drug30s,120,0,0,740,1723,7,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":722,""common_span_lt_30m"":5,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":292}",722,false
strict,sqi_not_required__bis20s__drug30s,300,0,16,673,1707,74,"{""anesthesia_duration_lt_60m"":3,""bis_10_100_fraction_lt_90pct"":669,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":253}",669,false
strict,sqi_not_required__bis20s__drug30s,600,0,297,276,1426,471,"{""bis_10_100_fraction_lt_90pct"":273,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":82}",273,false
strict,sqi_not_required__bis20s__drug60s,30,0,0,743,1723,4,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":8,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis20s__drug60s,60,0,0,742,1723,5,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":7,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis20s__drug60s,120,0,0,740,1723,7,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":722,""common_span_lt_30m"":5,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":292}",722,false
strict,sqi_not_required__bis20s__drug60s,300,0,16,673,1707,74,"{""anesthesia_duration_lt_60m"":3,""bis_10_100_fraction_lt_90pct"":669,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":253}",669,false
strict,sqi_not_required__bis20s__drug60s,600,0,297,276,1426,471,"{""bis_10_100_fraction_lt_90pct"":273,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":82}",273,false
strict,sqi_not_required__bis20s__drug120s,30,0,0,743,1723,4,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":8,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis20s__drug120s,60,0,0,742,1723,5,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":7,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis20s__drug120s,120,0,0,740,1723,7,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":722,""common_span_lt_30m"":5,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":292}",722,false
strict,sqi_not_required__bis20s__drug120s,300,0,16,673,1707,74,"{""anesthesia_duration_lt_60m"":3,""bis_10_100_fraction_lt_90pct"":669,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":253}",669,false
strict,sqi_not_required__bis20s__drug120s,600,0,295,278,1428,469,"{""bis_10_100_fraction_lt_90pct"":275,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":82}",275,false
strict,sqi_not_required__bis20s__drug300s,30,0,0,743,1723,4,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":8,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis20s__drug300s,60,0,0,742,1723,5,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":7,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis20s__drug300s,120,0,0,740,1723,7,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":722,""common_span_lt_30m"":5,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":292}",722,false
strict,sqi_not_required__bis20s__drug300s,300,0,16,674,1707,73,"{""anesthesia_duration_lt_60m"":3,""bis_10_100_fraction_lt_90pct"":670,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":253}",670,false
strict,sqi_not_required__bis20s__drug300s,600,0,293,280,1430,467,"{""bis_10_100_fraction_lt_90pct"":277,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":82}",277,false
strict,sqi_not_required__bis20s__drug600s,30,0,0,743,1723,4,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":8,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
strict,sqi_not_required__bis20s__drug600s,60,0,0,742,1723,5,"{""anesthesia_duration_lt_60m"":23,""bis_10_100_fraction_lt_90pct"":723,""common_span_lt_30m"":7,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_80pct"":293}",723,false
